201	宝贝不错 试用了一下 有股精油的味道 感觉还可以 就是包装设计有些瑕疵 盖子封闭不严 容易漏 有待改进 但是卖家服务很好 用好还会来	\N	1	150	136******11	您好，非常抱歉给您带来不便，商品漏液可能是在运输中快递小哥太过暴力所致，也有可能是我们包装时没有包装好，不管是这两者哪一种导致，我们再此给您说声抱歉，我们后期也会加强完善包装，以便您能收到完好的商品也可以给您带来好的购物体验，您这次所反馈的问题我们已经安排专业客服与您进行沟通为您处理妥善，请您相信我们，也期待您下次的光临可以看到我们改善，祝您生活愉快~	0	2018-01-19 12:50:35
202	茶树油味道有！泡沫也丰富，不过控油效果待定	\N	1	150	134******44		1	2018-02-07 08:40:03
203	用了很久，好好体验了一下才来评价，洗发水泡沫少，洗完头比较干，最好实用护发素之类的，效果还可以，头发掉的不是很严重。	\N	1	150	133******88		0	2018-03-06 16:15:33
204	收到后，洗了一次头发，控油效果还可以。就是洗的时候头发容易打结了	\N	1	150	135******77		1	2018-04-01 17:27:59
205	第一次购买，不错，控油效果扛扛的	\N	1	150	131******11		0	2018-04-04 08:55:37
206	头发容易出油，容易掉发。听朋友说Redwin这个牌子用后控油效果很好，而且是澳洲植物茶树油全天然成分，抑制掉发。买了试试效果，包装非常好，给五星！	\N	1	150	136******97		0	2018-03-09 17:35:04
207	第一次购买漱口水，好多颜色，眼花缭乱，真想备齐所有的口味！第一眼看中这款，清清爽爽，马上就有享用的感觉	\N	1	149	133******11		0	2017-12-05 08:32:07
208	宝贝收到，快递相当给力，店家的包装完整收到的时候没有任何损坏，完整如初，这个漱口水已经是第二次购买，虽然旧口起来有点辛辣，很总体来讲，效果还是很好，老婆用了一段时间牙齿的不舒服的感觉，稍微有点改善了，希望继续用效果会更好	\N	1	149	134******62		0	2018-01-09 15:55:44
209	拆开的时候感觉大瓶真的好大，用了两天就下去三分之一了/笑哭，现在感觉开始习惯了，就是多吐几口比较麻烦，后面有淡淡的甜味很好吃。	\N	1	149	135******55		0	2018-02-09 12:33:07
210	过去用别的牌子，有点贵。看评价买了这款。量多价格便宜，还送了赠品。主要是使用效果很好。老公用了很满意，感觉口臭味减轻，一天也离不开了。客服，物流快递都不错。还会继续关注的。全五分。	\N	1	149	137******44		0	2018-03-29 15:05:44
211	讲真，第一次用这个东西…我觉得这个口味和喝了一口风油精一样，很是酸爽，漱口之后感觉牙齿是挺干净的，但是这个味道也确实是需要勇气的，我觉得辣到不是很辣，30秒很轻松，就是有点风油精的气味，下次可以考虑换个味道	\N	1	149	136******66		0	2018-04-03 19:15:10
212	可以 包装的很仔细很好 虽然有刺激叫强但是证明有效果啊。 快递中规中矩吧 没等几天就到了。用了一段时间感觉口腔还是舒服了不少。再说说客服吧，态度好有点小问题解决的也快五星了	\N	1	148	133******11	您好！当您轻轻的敲下这些句子，并送上温暖的笑脸，我们仿佛感受到了您收到包裹那一刻的喜悦及您使用产品那一刻的欢快，谢谢您分享了这份快乐，而这正是我们不竭的追求。谢谢你对我们澳新生活旗舰店的支持	0	2018-04-02 18:40:31
213	之前买过两小瓶试用了，感觉挺好用的，吃完饭簌簌口牙缝里面的残留物全部都出来了！所以才又在网上买了三大瓶！	\N	1	148	136******13		0	2018-03-12 20:05:58
214	给老爸买的，因为经常吸烟，所以想试试这个有用嘛，听说效果挺不错的，就是太辣了，下次还是会继续购买的，物流也去挺给力的	\N	1	148	134******55		0	2018-02-06 08:42:34
215	好评，有人说很刺激，对我来说刚刚好，味道挺喜欢的，好满意，好评五星，推荐购买！	\N	1	148	136******77		0	2018-01-24 13:05:50
216	第二次购买了!疯狂囤货!真的超级好用啊 虽然一开始真的接受不了 太辣了 现在就觉得辣的很舒服emmmmm哈哈哈哈因为带着牙套 很怕清洁不够干净 所以这个漱口水辅助着一起用 我觉得效果还是挺好的~说话的时间也不怕异味什么的!	\N	1	148	137******77		0	2017-12-19 22:50:43
217	终于收到我需要的宝贝了，正品东西很好，价美物廉～收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！赶上活动超值，下次需要的时候我还会再来的！	\N	1	147	138******44	感谢您的支持，很开心您能喜欢。 	0	2018-01-19 12:40:27
218	方便 实用 比用大的方便多了	\N	1	147	139******88	感谢您的回复，这款是性能比较高的便携破壁机，材质也很好，非常高兴您能喜欢。	0	2018-03-20 19:08:41
219	对比了很久，这是最快收货评价的好用的东西了，不要犹豫了，特地榨了个橙子和香蕉，非常不错的口感	\N	1	146	131******44		0	2018-01-16 13:13:12
220	收到很惊喜，比预期的还完美，包装高大上，外观简洁美观，气质型啊，用家里仅有的苹果试了一下，操作真的很简单，声音不大能接受，机子在榨汁过程中很稳，四挡调节，出汁细腻，还有一点，清洗太方便了，清水一冲就ok	\N	1	146	136******62		0	2018-02-23 10:40:39
221	感觉还不错 声音也还可以接受 很方便	\N	1	146	135******33		0	2018-03-07 21:00:03
222	试用过后才来评价，机器非常优雅漂亮，非常喜欢；使操作简单，声音很轻，新一代定时功能方便把握时间；清洗方便，只要用水一冲就很干净了；试做了草莓奶昔、香蕉丑橘奶昔，口感细腻，以后早上可以现做奶昔带着上班了，配套的杯子携带方便，满满一杯，能量无限，准备在购买一台的，超赞	\N	1	146	135******77		0	2018-04-03 22:20:39
223	方便快捷，冲洗快且干净，对减肥的人来说早晚各一杯，润肠通便。今天早餐我榨汁的是苹果香蕉各一个，牛奶一包，奥利奥一块，瞬间即好，口感不错。机子小巧美观，携带也方便，实用。是懒人利器	\N	1	145	132******77		0	2018-01-01 22:07:58
224	榨汁机非常好用，易于清洗，瓶盖密封性能好，瓶子美观！	\N	1	145	133******88		0	2018-02-12 08:45:23
225	对于热衷喝果汁的我来说，这款非常好用，解放双手，也不用担心时间，回来就榨了猕猴桃和橙子，口感很好，有一些果粒，声音大小可以接受	\N	1	145	138******55		0	2018-03-16 19:50:07
226	包装的很仔细	\N	1	145	135******66		0	2018-04-10 19:09:29
227	好用，清洗方便，不用加水，原汁原味好喝?，一家人都很喜欢	\N	1	144	136******11		0	2018-01-17 01:11:37
228	不是第一次购买了，很喜欢。服务态度非常好！	\N	1	144	135******21		0	2018-02-06 13:50:06
229	自从网购以来最好的一件物品，好清洗噪音小物超所值！给个超级赞，买完没后	\N	1	144	137******33		0	2018-03-06 19:30:31
230	超好好用，榨汁那速度没得说。棒极了	\N	1	144	133******33		0	2018-04-04 22:13:03
231	超好好用，榨汁那速度没得说。棒极了	\N	1	143	134******11		0	2018-01-08 22:25:15
232	很好用，质量挺好	\N	1	143	135******14		0	2018-02-24 13:40:39
233	马上榨汁喝，很满意，清洗也方便。服务态度好。	\N	1	143	137******43		0	2018-04-03 08:26:12
234	服务态度非常好！	\N	1	143	134******88		0	2017-12-21 13:10:34
235	个头比想象中大不少	\N	1	142	135******55		0	2018-04-19 22:30:12
236	要买指定的粉才可以 个人认为 设计有缺陷	\N	1	142	136******11	 跟您带来的不便我们深表歉意。 任何产品不可能设计成什么情况下都能使用的，敬请谅解。	0	2018-01-17 13:15:37
237	嗯这个一定要，嗯记得用奶粉做，如果说是用普通的酸奶做出来的效果是不行的	\N	1	142	133******11		0	2018-02-07 12:31:19
238	东西不错哦 比我在澳大利亚买的便宜好多呀 便宜100元呀	\N	1	142	134******88		0	2018-03-22 16:05:39
239	外层很多尘，有很多刮划痕，架子上有污渍。快递用了6天，酸奶还没开始做，做了再来追评。	\N	1	142	135******77	您好，给您造成的不便我们深感歉意。个别商品放在仓库落了灰，商品上的划痕是在运输过程中摩擦导致的。我们以后会加强仓库管理将所有商品密封保存，同时培训打包的师傅，打包的时候做好防滑防震处理	0	2018-03-15 12:40:04
240	还不错	\N	1	141	139******13		0	2018-02-13 13:41:18
241	提前囤货...	\N	1	141	135******66		0	2018-04-01 22:43:37
242	堪称滋润神器，儿子的唇炎三四天就好了	\N	1	140	134******33		0	2018-04-18 22:50:36
243	是正品，宝宝红屁屁也可以用，会回购	\N	1	140	135******31		0	2018-04-15 12:10:52
244	大品牌还是值得信赖的，宝贝儿子一些蚊虫叮咬一涂这个就好	\N	1	140	134******13		0	2018-01-04 19:53:01
245	还不错，快用完了，忘记评论了，就是快递时间比较长。	\N	1	140	136******11		0	2018-02-08 08:40:22
246	挺好用的，不过敏。	\N	1	140	135******64		0	2018-02-16 19:05:52
247	好	\N	1	140	131******10		0	2017-12-05 14:30:16
248	已经用完了一瓶了，又购进一只	\N	1	139	135******15		0	2018-01-16 00:50:58
249	很好用的一款防晒，宝宝也可以用，很好用	\N	1	139	131******		0	2018-03-19 12:06:26
250	不好不好一点也不好我家宝宝抹完就过敏	\N	1	139	137******72		2	2018-03-13 12:40:04
251	还没用呢，味道淡淡的，滚珠很方便，也需要用手再涂抹	\N	1	139	138******13		0	2018-04-03 18:07:27
252	很不错的，宝宝喜欢擦，看起来能用好久	\N	1	139	137******73		0	2018-03-28 14:10:03
253	第一次购买，物流是真的没的说！不过打开防晒有一股发酵的酸味不好闻，都不敢用！这么贵，唉！白瞎了	\N	1	138	138******13		2	2017-12-06 14:35:30
254	还不知道效果如何！用起来很方便，孩子很喜欢！	\N	1	138	138******42		0	2018-01-23 12:25:09
255	不管是包装盒上的英文还是颜色，味道，质地都和之前买的一模一样，而且很经得用，一罐可以用一年多两年，至于驱蚊液很早就用完了，所以没有外形上的对比，但是问味道和之前是一模一样	\N	1	138	136******42		0	2018-02-27 13:30:44
256	还不错，没有油性，很舒适的擦在宝宝脸上，没有起反应，无香味，放心给宝宝用。	\N	1	138	138******32		0	2018-03-27 09:45:09
257	卖家包装仔细 发货快 确认是正品 比海淘还要划算 试了下 质地很轻柔温和 也很滋润 物美价廉 满意	\N	1	138	139******31		0	2018-04-03 18:27:32
258	效果不错没什么很大的味	\N	1	137	134******42		0	2018-03-19 19:29:46
259	还行吧	\N	1	137	131******33		0	2018-04-02 14:50:07
260	还不错，快用完了	\N	1	137	136******42		0	2018-03-30 10:50:31
261	带娃出去玩不用担心了	\N	1	136	135******11		0	2018-01-19 23:33:52
262	买了好久了，忘记评价了，夏天出去玩，我闺女最爱被蚊子咬了，所有年年夏天就买一瓶，天天出门前就给孩子喷一遍，这样就放心了	\N	1	136	135******87		0	2018-02-23 12:50:15
263	感觉这个没有日本的防蚊效果好，宝宝没被咬老公用就抵挡不了蚊子，但确实温和许多	\N	1	136	131******13		1	2018-03-19 19:45:42
264	没觉得咋好使	\N	1	136	135******13		1	2018-03-19 20:00:07
265	味道有点冲。	\N	1	136	138******25		0	2018-04-03 20:10:43
266	很好，一直都在用这个，屯了几瓶！	\N	1	135	135******11		0	2018-01-19 12:05:45
267	刚刚收到货，还没用，过后来评价。。	\N	1	135	136******66		0	2018-04-03 14:30:09
268	挺不错的洗洁精，不伤手	\N	1	135	137******11		0	2018-03-19 18:05:40
269	不错哦，性价比很高，洗衣服涂上，洗的格外干净	\N	1	135	136******88		0	2018-04-07 14:40:08
270	一直都用这产品，第一次在这网购，希望是一样的，还没用。	\N	1	134	135******34		0	2018-01-02 12:10:34
271	挺好用的	\N	1	134	137******11		0	2018-02-06 08:30:58
272	非常不错的洗洁精品牌，现在亲戚朋友都在用，一次性多买点囤货	\N	1	134	138******13		0	2018-02-07 19:47:21
273	宝贝收到，一直是这个牌子的忠实粉丝。会一直使用的。希望大家都能接受和使用有机及健康的产品。	\N	1	134	136******13		0	2018-03-08 06:55:46
274	收到货，还没有开始使用这个无香的，以前有味道的，用了觉得很好	\N	1	134	138******86		0	2018-03-15 18:45:13
275	不错，一直用这个牌子的清洁力强	\N	1	134	137******33		0	2018-04-10 19:35:41
276	很好用，感觉肠胃舒服，口气清新了	\N	1	133	137******33		0	2018-01-01 13:05:08
277	东西还没试过，不过看包装很精致，希望有用哦	\N	1	133	137******33		0	2018-01-30 12:45:35
278	没什么效果，不如漱口水	\N	1	133	137******55		0	2018-02-06 19:10:06
279	没有想象中那么好，也就能保持一个多小时吧。	\N	1	133	139******44		1	2018-02-15 20:52:30
280	感觉不到有什么效果。	\N	1	133	136******42		0	2018-02-28 19:05:02
281	收到货后迫不及待地尝了一颗，几分钟后打嗝满嘴的清凉味，赞一个，就是快递有点慢	\N	1	133	135******88		0	2018-04-10 23:53:33
282	还没有用，听朋友说效果很好	\N	1	132	138******33		0	2018-01-23 06:40:04
283	刷了个把礼拜 感觉没啥用 还是出血	\N	1	132	137******11		1	2018-02-08 06:10:27
284	牙膏使用了，感觉就是味道清新不辣。泡沫多又细腻，刚开始使用，牙龈出血还是有……慢慢改善吧	\N	1	132	139******33		0	2018-03-07 09:35:04
285	第二次买了，效果真的很好，我牙龈出血，用了两次之后就好多了	\N	1	132	136******45		0	2018-04-10 08:59:05
286	效果还可以 但用多了会发红	\N	1	110	138******33		0	2018-01-09 00:02:14
287	质量好 效果非常不错 正品保证	\N	1	110	131******31		0	2018-02-10 13:40:40
288	已经是多次购买这个产品了，小孩长痘痘使用效果很好。	\N	1	110	137******66		0	2018-03-20 13:03:07
289	物美价廉！很好用	\N	1	110	134******31		0	2018-04-10 18:40:34
290	刚收到货，第一次用，还没有什么明显感觉，但这个牙膏用量挺省的，每次一个黄豆粒大的量就够用。	\N	1	109	138******33		0	2018-01-08 12:45:31
291	蜂胶牙膏据说效果很好，还没用，用后再评，先给赞	\N	1	109	133******33		0	2018-02-17 14:35:59
292	第一次买希望可以改善牙龈出血症状，进口的东西应该效果可以吧	\N	1	109	138******88		0	2018-02-28 18:50:27
293	还可以吧，和以前用的蜂胶牙膏很不味啊，用用看看吧	\N	1	109	131******44		0	2018-03-22 20:05:48
294	没想象中厉害，看后期吧，回来再评论，分量不够，买回来才只有5分之三	\N	1	108	131******31		0	2018-02-28 19:55:36
295	味道不错，期待效果吧！	\N	1	108	136******77		0	2018-02-20 19:11:08
296	刚买回来赶紧用了，不错。	\N	1	108	135******43		0	2018-03-10 10:50:33
297	还不错，不知道是不是真的有效，继续用用	\N	1	108	137******37		0	2018-04-12 21:20:02
298	超级好用，一直都在用，去屑效果非常好。值得推荐使用！	\N	1	108	138******44		0	2018-03-20 23:12:33
299	味道闻起来还像真货，实用起来也还澳洲带回来的一样，这次是真的	\N	1	106	138******33		0	2018-01-09 18:15:45